# C4 ResNet1D 8方法对比
# ResNet1D 实验数: 30
# InceptionTime 实验数: 30

## 详细数据（每实验×方法）
arch,pair,seed,method,n_id,n_ood,id_acc,ood_acc,id_deltaECE,ood_deltaECE,ood_ci_lo,ood_ci_hi,ood_ci_width,decay,id_ood_gap,support
inceptiontime,ptbxl_chapman,43,bbse_prior,2172,4050,0.7071823204419889,0.6014814814814815,0.0031338551518299562,0.06778471333494815,0.05534817929075224,0.08083758534604589,0.02548940605529365,0.06465085818311819,0.06465085818311819,1
inceptiontime,ptbxl_chapman,44,ts,2172,4050,0.7150092081031307,0.5592592592592592,0.017297203439132203,0.020274228051884224,0.019478452961957125,0.020742989922400295,0.0012645369604431696,0.002977024612752021,0.002977024612752021,1
inceptiontime,ptbxl_chapman,44,platt,2172,4050,0.7150092081031307,0.5592592592592592,0.020210826605509657,0.026062875922803402,0.025010744754016687,0.026909117333355107,0.0018983725793384199,0.005852049317293745,0.005852049317293745,1
inceptiontime,ptbxl_chapman,44,isotonic,2172,4050,0.7150092081031307,0.5592592592592592,0.015914996783556068,0.02711892228180013,0.025245024997504906,0.02916315707767347,0.003918132080168564,0.01120392549824406,0.01120392549824406,1
inceptiontime,ptbxl_chapman,44,vector,2172,4050,0.7150092081031307,0.5592592592592592,0.02111287857787247,0.020905583494246205,0.019379119924553066,0.022481135760497005,0.0031020158359439387,-0.00020729508362626534,-0.00020729508362626534,1
inceptiontime,ptbxl_chapman,44,matrix,2172,4050,0.7150092081031307,0.5592592592592592,0.023965347354028232,0.029528997291102976,0.026474864807872287,0.03228363838604605,0.0058087735781737655,0.0055636499370747446,0.0055636499370747446,1
inceptiontime,ptbxl_chapman,44,dirichlet,2172,4050,0.7150092081031307,0.5592592592592592,0.023965887995677566,0.029502866477929213,0.026518132839564033,0.03221408549843278,0.005695952658868745,0.005536978482251646,0.005536978482251646,1
inceptiontime,ptbxl_chapman,44,em_prior,2172,4050,0.7150092081031307,0.5592592592592592,-0.008571868468709054,0.07702324995838614,0.0655629139400395,0.08832149195572402,0.02275857801568451,0.08559511842709519,0.08559511842709519,1
inceptiontime,ptbxl_chapman,44,bbse_prior,2172,4050,0.7150092081031307,0.5592592592592592,-0.010788282485710968,0.07768620718304121,0.06452181214813728,0.09065366197009739,0.02613184982196011,0.08847448966875218,0.08847448966875218,1
inceptiontime,ptbxl_chapman,45,ts,2172,4050,0.7251381215469613,0.6130864197530864,0.01616759828584297,0.022588094490864574,0.020049659049359875,0.024554672323982066,0.004505013274622192,0.006420496205021605,0.006420496205021605,1
inceptiontime,ptbxl_chapman,45,platt,2172,4050,0.7251381215469613,0.6130864197530864,0.015585937243115178,0.026182761858037515,0.018684511774568827,0.030390178703109803,0.011705666928540977,0.010596824614922336,0.010596824614922336,1
inceptiontime,ptbxl_chapman,45,isotonic,2172,4050,0.7251381215469613,0.6130864197530864,0.008750809916098872,0.018823306613716395,0.008155760241817852,0.024992674541494203,0.01683691429967635,0.010072496697617523,0.010072496697617523,1
inceptiontime,ptbxl_chapman,45,vector,2172,4050,0.7251381215469613,0.6130864197530864,0.02209803483107431,0.018980203280808267,0.0126715494764756,0.022808389728193216,0.010136840251717617,-0.0031178315502660425,-0.0031178315502660425,1
inceptiontime,ptbxl_chapman,45,matrix,2172,4050,0.7251381215469613,0.6130864197530864,0.022176780647565748,0.014697311418715747,0.0065587626986609235,0.020406454249599516,0.013847691550938592,-0.0074794692288500005,-0.0074794692288500005,1
inceptiontime,ptbxl_chapman,45,dirichlet,2172,4050,0.7251381215469613,0.6130864197530864,0.022090321384457517,0.014599982964897229,0.0065705789287276335,0.02040091846683701,0.013830339538109377,-0.0074903384195602885,-0.0074903384195602885,1
inceptiontime,ptbxl_chapman,45,em_prior,2172,4050,0.7251381215469613,0.6130864197530864,-0.043987324989768165,0.08899613936377261,0.07285618475135709,0.10414256833726558,0.03128638358590849,0.13298346435354078,0.13298346435354078,1
inceptiontime,ptbxl_chapman,45,bbse_prior,2172,4050,0.7251381215469613,0.6130864197530864,-0.029125329986110837,0.07884703854145136,0.0638527254323525,0.09329427512364416,0.02944154969129166,0.1079723685275622,0.1079723685275622,1
inceptiontime,ptbxl_chapman,46,ts,2172,4050,0.6855432780847146,0.4982716049382716,-0.001056452506801437,-0.0026051813418768166,-0.0028590117132680885,-0.002290723782178687,0.0005682879310894015,-0.0015487288350753796,-0.0015487288350753796,0
inceptiontime,ptbxl_chapman,46,platt,2172,4050,0.6855432780847146,0.4982716049382716,0.005443324606863774,0.039716955900138295,0.029627315057940373,0.04825075564068009,0.01862344058273972,0.03427363129327452,0.03427363129327452,1
inceptiontime,ptbxl_chapman,46,isotonic,2172,4050,0.6855432780847146,0.4982716049382716,-0.007245345237403767,0.043470665581212486,0.037471866516704755,0.0489910421275258,0.011519175610821046,0.05071601081861625,0.05071601081861625,1
inceptiontime,ptbxl_chapman,46,vector,2172,4050,0.6855432780847146,0.4982716049382716,0.004080406288399112,0.058351457437027215,0.04484855953882096,0.07097281703729083,0.026124257498469868,0.054271051148628104,0.054271051148628104,1
inceptiontime,ptbxl_chapman,46,matrix,2172,4050,0.6855432780847146,0.4982716049382716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
inceptiontime,ptbxl_chapman,46,dirichlet,2172,4050,0.6855432780847146,0.4982716049382716,0.007774379700203275,0.07733625882302758,0.06296793129487625,0.09023257849878515,0.027264647203908893,0.0695618791228243,0.0695618791228243,1
inceptiontime,ptbxl_chapman,46,em_prior,2172,4050,0.6855432780847146,0.4982716049382716,-0.009868550850171298,0.09713964573166828,0.08281628508559769,0.11048265682387912,0.02766637173828143,0.10700819658183958,0.10700819658183958,1
inceptiontime,ptbxl_chapman,46,bbse_prior,2172,4050,0.6855432780847146,0.4982716049382716,0.010640921233847994,0.1495150118469834,0.13272786557521732,0.16566007105807246,0.03293220548285514,0.1388740906131354,0.1388740906131354,1
inceptiontime,ptbxl_cpsc,42,ts,2120,2057,0.7358490566037735,0.5512882839086047,0.01958751783226136,0.027121658856338632,0.024350593655148526,0.028881412008786474,0.004530818353637948,0.007534141024077273,0.007534141024077273,1
inceptiontime,ptbxl_cpsc,42,platt,2120,2057,0.7358490566037735,0.5512882839086047,0.020892092620159758,0.028160744791762893,0.0249366279406916,0.0312639542927147,0.006327326352023103,0.007268652171603135,0.007268652171603135,1
inceptiontime,ptbxl_cpsc,42,isotonic,2120,2057,0.7358490566037735,0.5512882839086047,0.01526074118479271,0.025265258727578094,0.0217137591631049,0.028790185177182098,0.007076426014077198,0.010004517542785384,0.010004517542785384,1
inceptiontime,ptbxl_cpsc,42,vector,2120,2057,0.7358490566037735,0.5512882839086047,0.023181469182926198,0.025911878914017583,0.02158537188205831,0.03036052668570165,0.00877515480364334,0.002730409731091385,0.002730409731091385,1
inceptiontime,ptbxl_cpsc,42,matrix,2120,2057,0.7358490566037735,0.5512882839086047,0.01939668819770298,0.033225631506144326,0.026442765645909916,0.039133741842000996,0.01269097619609108,0.013828943308441345,0.013828943308441345,1
inceptiontime,ptbxl_cpsc,42,dirichlet,2120,2057,0.7358490566037735,0.5512882839086047,0.01943361922543054,0.03333150807489038,0.02716967865089934,0.03834555714645733,0.011175878495557987,0.01389788884945984,0.01389788884945984,1
inceptiontime,ptbxl_cpsc,42,em_prior,2120,2057,0.7358490566037735,0.5512882839086047,0.04045949865479519,0.054934798771791665,0.04309680856054687,0.06806564488247764,0.024968836321930768,0.014475300116996478,0.014475300116996478,1
inceptiontime,ptbxl_cpsc,42,bbse_prior,2120,2057,0.7358490566037735,0.5512882839086047,0.06150526927162242,0.08220698708355018,0.06687930594680201,0.10062959560062376,0.03375028965382175,0.020701717811927756,0.020701717811927756,1
inceptiontime,ptbxl_cpsc,43,ts,2120,2057,0.7537735849056604,0.5862907146329607,0.016563022878368173,0.024546359399900103,0.02216422298299038,0.02598273531038925,0.003818512327398868,0.00798333652153193,0.00798333652153193,1
inceptiontime,ptbxl_cpsc,43,platt,2120,2057,0.7537735849056604,0.5862907146329607,0.020005536318741978,0.02990954212557312,0.02620517072345669,0.033655191542506076,0.0074500208190493855,0.00990400580683114,0.00990400580683114,1
inceptiontime,ptbxl_cpsc,43,isotonic,2120,2057,0.7537735849056604,0.5862907146329607,0.011905032511343169,0.03234741794921578,0.027519514130399835,0.03676346446237649,0.009243950331976652,0.02044238543787261,0.02044238543787261,1
inceptiontime,ptbxl_cpsc,43,vector,2120,2057,0.7537735849056604,0.5862907146329607,0.01993051779401283,0.022977535828720752,0.016226126324847916,0.03146045431836567,0.015234327993517757,0.0030470180347079226,0.0030470180347079226,1
inceptiontime,ptbxl_cpsc,43,matrix,2120,2057,0.7537735849056604,0.5862907146329607,0.015551898135510646,0.02279981275420151,0.0169052625193434,0.029411633810828692,0.012506371291485293,0.0072479146186908636,0.0072479146186908636,1
inceptiontime,ptbxl_cpsc,43,dirichlet,2120,2057,0.7537735849056604,0.5862907146329607,0.015572779098322099,0.022785772467710214,0.01653400909915654,0.029100183394309545,0.012566174295153006,0.007212993369388115,0.007212993369388115,1
inceptiontime,ptbxl_cpsc,43,em_prior,2120,2057,0.7537735849056604,0.5862907146329607,0.027144866398174206,0.059769791693022475,0.04431259013559969,0.07517766545098087,0.03086507531538118,0.03262492529484827,0.03262492529484827,1
inceptiontime,ptbxl_cpsc,43,bbse_prior,2120,2057,0.7537735849056604,0.5862907146329607,0.026104517385206423,0.07286450858480756,0.05572482588572911,0.09060686740017937,0.03488204151445026,0.046759991199601135,0.046759991199601135,1
inceptiontime,ptbxl_cpsc,44,ts,2120,2057,0.7429245283018868,0.5439961108410306,0.018332857127207336,0.03200615418552433,0.030337285541300427,0.033190886811291065,0.0028536012699906382,0.013673297058316991,0.013673297058316991,1
inceptiontime,ptbxl_cpsc,44,platt,2120,2057,0.7429245283018868,0.5439961108410306,0.016798079364681112,0.02707486443423543,0.024813325012084782,0.02878640757555745,0.003973082563472667,0.010276785069554317,0.010276785069554317,1
inceptiontime,ptbxl_cpsc,44,isotonic,2120,2057,0.7429245283018868,0.5439961108410306,0.010330034212603437,0.03183950923397086,0.02819859860847592,0.03467719716633544,0.006478598557859518,0.021509475021367422,0.021509475021367422,1
inceptiontime,ptbxl_cpsc,44,vector,2120,2057,0.7429245283018868,0.5439961108410306,0.020345973160083766,0.024272474012695555,0.0221567148191885,0.026790155356879987,0.004633440537691488,0.00392650085261179,0.00392650085261179,1
inceptiontime,ptbxl_cpsc,44,matrix,2120,2057,0.7429245283018868,0.5439961108410306,0.017274483346611483,0.022268881021095588,0.018736966470098683,0.026492806696145017,0.007755840226046334,0.004994397674484105,0.004994397674484105,1
inceptiontime,ptbxl_cpsc,44,dirichlet,2120,2057,0.7429245283018868,0.5439961108410306,0.01727414737516533,0.022284103587511678,0.018688687627495832,0.0266048166157167,0.007916128988220868,0.005009956212346348,0.005009956212346348,1
inceptiontime,ptbxl_cpsc,44,em_prior,2120,2057,0.7429245283018868,0.5439961108410306,0.03160789247328498,0.03998875673432348,0.025214058825676185,0.05527760334204969,0.030063544516373504,0.008380864261038498,0.008380864261038498,1
inceptiontime,ptbxl_cpsc,44,bbse_prior,2120,2057,0.7429245283018868,0.5439961108410306,0.044375873458588136,0.07070282943168246,0.05360784881136042,0.08810607115762749,0.034498222346267066,0.026326955973094326,0.026326955973094326,1
inceptiontime,ptbxl_cpsc,45,ts,2120,2057,0.7339622641509433,0.541079241614001,0.0006121752823827382,0.013054864904573332,0.010527796064675412,0.014942707719333082,0.004414911654657671,0.012442689622190594,0.012442689622190594,1
inceptiontime,ptbxl_cpsc,45,platt,2120,2057,0.7339622641509433,0.541079241614001,0.006995478699685646,0.02109876728318505,0.012955717398425815,0.028530750763199976,0.01557503336477416,0.014103288583499404,0.014103288583499404,1
inceptiontime,ptbxl_cpsc,45,isotonic,2120,2057,0.7339622641509433,0.541079241614001,-0.001439857500271119,0.00951448143490824,0.00040446344527000146,0.019601525075051068,0.019197061629781065,0.010954338935179359,0.010954338935179359,1
inceptiontime,ptbxl_cpsc,45,vector,2120,2057,0.7339622641509433,0.541079241614001,0.0041669883415825296,0.029541592206833334,0.01799781663219962,0.04124823892832588,0.023250422296126262,0.025374603865250804,0.025374603865250804,1
inceptiontime,ptbxl_cpsc,45,matrix,2120,2057,0.7339622641509433,0.541079241614001,0.003701377602011127,0.028072115547250642,0.015511755752513632,0.04051388267359211,0.025002126921078477,0.024370737945239515,0.024370737945239515,1
inceptiontime,ptbxl_cpsc,45,dirichlet,2120,2057,0.7339622641509433,0.541079241614001,0.0036773153693411866,0.028010118703483383,0.015435521193527044,0.04072024212827372,0.02528472093474668,0.024332803334142197,0.024332803334142197,1
inceptiontime,ptbxl_cpsc,45,em_prior,2120,2057,0.7339622641509433,0.541079241614001,0.02830857412707504,0.009823010763276574,0.0008389033137580401,0.020847111641600833,0.020008208327842794,-0.018485563363798467,-0.018485563363798467,1
inceptiontime,ptbxl_cpsc,45,bbse_prior,2120,2057,0.7339622641509433,0.541079241614001,0.009951140505025415,0.07725685510372474,0.05909847645050411,0.09455743361042053,0.03545895715991642,0.06730571459869933,0.06730571459869933,1
inceptiontime,ptbxl_cpsc,46,ts,2120,2057,0.7047169811320755,0.5493437044239183,0.009667345701295106,0.014606019278842836,0.012256312232090493,0.015769047175478584,0.0035127349433880916,0.0049386735775477295,0.0049386735775477295,1
inceptiontime,ptbxl_cpsc,46,platt,2120,2057,0.7047169811320755,0.5493437044239183,0.011395953204274997,0.014838767307237294,0.008907844328895593,0.01897262973531042,0.010064785406414829,0.0034428141029622973,0.0034428141029622973,1
inceptiontime,ptbxl_cpsc,46,isotonic,2120,2057,0.7047169811320755,0.5493437044239183,-0.0012501279786016548,0.007534762294431202,0.001593968654949507,0.013189414120096244,0.011595445465146736,0.008784890273032857,0.008784890273032857,1
inceptiontime,ptbxl_cpsc,46,vector,2120,2057,0.7047169811320755,0.5493437044239183,0.01625899171183682,-0.006295116038767479,-0.012669242587029192,0.0017631484995002827,0.014432391086529474,-0.022554107750604298,-0.022554107750604298,0
inceptiontime,ptbxl_cpsc,46,matrix,2120,2057,0.7047169811320755,0.5493437044239183,0.023706426222499466,-0.004821374966716835,-0.010347456885202205,0.0019354287789751382,0.012282885664177342,-0.0285278011892163,-0.0285278011892163,0
inceptiontime,ptbxl_cpsc,46,dirichlet,2120,2057,0.7047169811320755,0.5493437044239183,0.023696676841292872,-0.004812638378789369,-0.010208323711185335,0.001893213233277228,0.012101536944462563,-0.02850931522008224,-0.02850931522008224,0
inceptiontime,ptbxl_cpsc,46,em_prior,2120,2057,0.7047169811320755,0.5493437044239183,0.05412449689932658,0.05979371831220276,0.04171815523331224,0.07843146586033874,0.0367133106270265,0.00566922141287618,0.00566922141287618,1
inceptiontime,ptbxl_cpsc,46,bbse_prior,2120,2057,0.7047169811320755,0.5493437044239183,0.022578105292957118,0.08564256332082251,0.06650313658665054,0.10501857281694665,0.038515436230296116,0.0630644580278654,0.0630644580278654,1
inceptiontime,chapman_ptbxl,42,ts,4050,2172,0.8276543209876543,0.4654696132596685,0.0003634337644518558,-0.0024785800180826545,-0.0034660615225613725,-0.0016095938282181558,0.0018564676943432167,-0.0028420137825345103,-0.0028420137825345103,0
inceptiontime,chapman_ptbxl,42,platt,4050,2172,0.8276543209876543,0.4654696132596685,0.005907682279471294,0.016407825941647802,0.007703501468193423,0.023087991810645213,0.01538449034245179,0.010500143662176508,0.010500143662176508,1
inceptiontime,chapman_ptbxl,42,isotonic,4050,2172,0.8276543209876543,0.4654696132596685,0.006950794302030194,-0.007975598490457314,-0.010552114831773133,0.003991094583848134,0.014543209415621266,-0.014926392792487508,-0.014926392792487508,0
inceptiontime,chapman_ptbxl,42,vector,4050,2172,0.8276543209876543,0.4654696132596685,0.0069291289338587365,0.030621585208637225,0.020950854895582603,0.0384434828230952,0.017492627927512595,0.02369245627477849,0.02369245627477849,1
inceptiontime,chapman_ptbxl,42,matrix,4050,2172,0.8276543209876543,0.4654696132596685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
inceptiontime,chapman_ptbxl,42,dirichlet,4050,2172,0.8276543209876543,0.4654696132596685,0.006948381433700329,0.020440848344569995,0.009758868541309643,0.02904870334475613,0.019289834803446485,0.013492466910869666,0.013492466910869666,1
inceptiontime,chapman_ptbxl,42,em_prior,4050,2172,0.8276543209876543,0.4654696132596685,-0.09936711581312141,-0.1451088552558394,-0.15424866757711553,-0.136185817956193,0.018062849620922528,-0.04574173944271798,-0.04574173944271798,0
inceptiontime,chapman_ptbxl,42,bbse_prior,4050,2172,0.8276543209876543,0.4654696132596685,0.057636191529956304,0.06688180458465193,0.056870200135847364,0.0756460306891398,0.01877583055329244,0.009245613054695623,0.009245613054695623,1
inceptiontime,chapman_ptbxl,43,ts,4050,2172,0.8350617283950618,0.4894106813996317,0.0005452599177077772,0.00952913458002616,0.006648447047837491,0.010756423151752766,0.004107976103915275,0.008983874662318383,0.008983874662318383,1
inceptiontime,chapman_ptbxl,43,platt,4050,2172,0.8350617283950618,0.4894106813996317,0.003231793822770477,0.01690086720446954,0.012838952706995069,0.021284303644210807,0.008445350937215738,0.013669073381699062,0.013669073381699062,1
inceptiontime,chapman_ptbxl,43,isotonic,4050,2172,0.8350617283950618,0.4894106813996317,0.0037702927331236657,0.020803659626597887,0.014851702377061562,0.029002672442065836,0.014150970065004273,0.01703336689347422,0.01703336689347422,1
inceptiontime,chapman_ptbxl,43,vector,4050,2172,0.8350617283950618,0.4894106813996317,0.0029257993192531064,0.031192351278176683,0.024173489998657937,0.03737050630487982,0.013197016306221884,0.028266551958923577,0.028266551958923577,1
inceptiontime,chapman_ptbxl,43,matrix,4050,2172,0.8350617283950618,0.4894106813996317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
inceptiontime,chapman_ptbxl,43,dirichlet,4050,2172,0.8350617283950618,0.4894106813996317,0.0024626244548672967,0.017913899641885667,0.009970195423371398,0.029683935571276927,0.01971374014790553,0.01545127518701837,0.01545127518701837,1
inceptiontime,chapman_ptbxl,43,em_prior,4050,2172,0.8350617283950618,0.4894106813996317,-0.07664151392117546,-0.13402474175305779,-0.14308573793306945,-0.12352433920826983,0.019561398724799617,-0.05738322783188232,-0.05738322783188232,0
inceptiontime,chapman_ptbxl,43,bbse_prior,4050,2172,0.8350617283950618,0.4894106813996317,0.013824808024049062,0.09955433074768585,0.09328927068468147,0.10452953884328192,0.01124026815860045,0.08572952272363679,0.08572952272363679,1
