direction,source,target,seed,shift,n_archs,archs,safety_rate,safety_count,safety_source_summary,raw_ece_mean,raw_brier_rel_mean,brier_impr_mean,ts_delta_ece_mean
chapman->ptbxl,chapman,ptbxl,45,noise6,2,resnet1d+inceptiontime,0.5,1,2/2 computed,0.2561988679907083,0.11597635283134974,0.006166646767084137,-0.011336653496411372
chapman->ptbxl,chapman,ptbxl,46,fs125,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.7536526476051636,0.5654830220558332,0.009288352170031156,-0.00613357505192097
chapman->ptbxl,chapman,ptbxl,46,fs250,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.7332083679943684,0.5404131023356697,0.007488174416998006,-0.005484578487292835
chapman->ptbxl,chapman,ptbxl,46,gain0.5,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.47480188936557133,0.2923876304673818,0.009836602065143321,-0.008717195780895276
chapman->ptbxl,chapman,ptbxl,46,gain2.0,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.3590761177748341,0.13792868217563237,0.010067155152536832,-0.013281585318983824
chapman->ptbxl,chapman,ptbxl,46,leads1,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.5579581035059676,0.32877972696557384,0.020730673038727457,-0.01876253792216892
chapman->ptbxl,chapman,ptbxl,46,leads2,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.5016722210084203,0.2941236614650469,0.014796510088338224,-0.015631932664834702
chapman->ptbxl,chapman,ptbxl,46,leads3,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.5356147652410057,0.3271641499285035,0.015322969914062012,-0.01474781525521024
chapman->ptbxl,chapman,ptbxl,46,leads6,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.2708699768833017,0.11541535496757921,0.005713912005944823,-0.013116940321176898
chapman->ptbxl,chapman,ptbxl,46,noise-6,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.48642873945035486,0.24581984058956685,0.015291606350345988,-0.014815698550601775
chapman->ptbxl,chapman,ptbxl,46,noise0,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.18167473431595585,0.045395842624920774,0.005162621482340438,-0.016025686406372155
chapman->ptbxl,chapman,ptbxl,46,noise12,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.2424376278615888,0.08441780193054826,0.004344739288690787,-0.016825255002819298
chapman->ptbxl,chapman,ptbxl,46,noise24,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.24560138907164628,0.08922756432635522,0.006600990748279668,-0.015848232513674537
chapman->ptbxl,chapman,ptbxl,46,noise6,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.22523255326636782,0.07375083283546584,0.005511985407165375,-0.01687752152615231
cpsc->chapman,cpsc,chapman,42,fs125,2,resnet1d+inceptiontime,0.5,1,2/2 computed,0.12381760768725948,0.017427578451256243,-0.003289889390170121,-0.02095213011675774
cpsc->chapman,cpsc,chapman,42,fs250,2,resnet1d+inceptiontime,0.0,0,2/2 computed,0.11997699775267523,0.01862589050248798,-0.005790229202332311,0.0043375210451937415
cpsc->chapman,cpsc,chapman,42,gain0.5,2,resnet1d+inceptiontime,0.5,1,2/2 computed,0.12639833669351497,0.027929219229614884,-0.00014459704169881606,0.02224572067599359
cpsc->chapman,cpsc,chapman,42,gain2.0,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.3486830470105082,0.16541874745799223,0.11016446749356959,-0.16944904866549199
cpsc->chapman,cpsc,chapman,42,leads1,2,resnet1d+inceptiontime,0.5,1,2/2 computed,0.09617452179112329,0.015951829134182388,-0.02154124664745639,0.03841089573511594
cpsc->chapman,cpsc,chapman,42,leads2,2,resnet1d+inceptiontime,0.0,0,2/2 computed,0.07354809861184437,0.00932695359660517,-0.03191545139396901,0.12361909967755112
cpsc->chapman,cpsc,chapman,42,leads3,2,resnet1d+inceptiontime,0.5,1,2/2 computed,0.10544166642972597,0.014486195639488799,-0.02028744821789593,0.0665801596782136
cpsc->chapman,cpsc,chapman,42,leads6,2,resnet1d+inceptiontime,0.0,0,2/2 computed,0.08999581978983331,0.013360280089373126,-0.02685144213345368,0.06672441732026
cpsc->chapman,cpsc,chapman,42,noise-6,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.7599072428573801,0.5979176285907326,0.33757772832033817,-0.2571733533552345
cpsc->chapman,cpsc,chapman,42,noise0,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.4153400403488211,0.2653302780503528,0.1398413965506096,-0.12665505252279885
cpsc->chapman,cpsc,chapman,42,noise12,2,resnet1d+inceptiontime,0.0,0,2/2 computed,0.10783045052284469,0.015388669784370618,-0.015146057075676221,-2.2073517684288724e-05
cpsc->chapman,cpsc,chapman,42,noise24,2,resnet1d+inceptiontime,0.0,0,2/2 computed,0.08643033561908262,0.011399202707926867,-0.02033381696239503,0.04308871906996962
cpsc->chapman,cpsc,chapman,42,noise6,2,resnet1d+inceptiontime,0.5,1,2/2 computed,0.16834599792573973,0.03790876631096046,0.010654726808388346,-0.0691682882062718
cpsc->chapman,cpsc,chapman,43,fs125,2,resnet1d+inceptiontime,0.5,1,2/2 computed,0.11769189941883516,0.0211126600811188,-0.0003152682068199245,0.004117758813102404
cpsc->chapman,cpsc,chapman,43,fs250,2,resnet1d+inceptiontime,0.5,1,2/2 computed,0.15993115514689635,0.03321106922075076,0.012772198690048517,-0.042966208083930035
cpsc->chapman,cpsc,chapman,43,gain0.5,2,resnet1d+inceptiontime,0.5,1,2/2 computed,0.1527345170264886,0.02655076973304043,0.00742521717579459,-0.02833641219002829
cpsc->chapman,cpsc,chapman,43,gain2.0,2,resnet1d+inceptiontime,1.0,2,2/2 computed,0.23861647536723532,0.09704458919054931,0.07214080572607483,-0.11542610892138265
cpsc->chapman,cpsc,chapman,43,leads1,2,resnet1d+inceptiontime,0.5,1,2/2 computed,0.25638381652376807,0.0827051674536663,0.03013076722451075,-0.043360041965558954
cpsc->chapman,cpsc,chapman,43,leads2,2,resnet1d+inceptiontime,0.5,1,2/2 computed,0.13690145910730325,0.03488345884744059,0.003042551204132455,0.017536064818816255
