source,target,arch,seed,stage,n_samples,T_global,T_binned_mean,T_binned_min,T_binned_max,threshold_norm,brier_reliability,brier_resolution,brier_uncertainty,brier_raw,ece,smooth_ece,delta_rel_vs_raw
chapman,cpsc,inceptiontime,44,stage2_ts_binned,2057,1.1047455761362877,0.9854002256507272,0.9194334340327279,1.0562825656009227,0.0,0.10589168148994824,0.019755403440584924,0.24997394386385674,0.33380613410392485,0.3072210874633483,0.30827238427422404,-0.014521919506477243
chapman,cpsc,inceptiontime,44,stage3_ts_binned_threshold,2057,1.1047455761362877,0.9854002256507272,0.9194334340327279,1.0562825656009227,0.0,0.10589168148994824,0.019755403440584924,0.24997394386385674,0.33380613410392485,0.3072210874633483,0.30827238427422404,-0.014521919506477243
chapman,cpsc,inceptiontime,45,raw,2057,,,,,0.0,0.11604694911237873,0.020213689393247292,0.2491633085171778,0.34392589592764156,0.3121027281027021,0.3160121099180153,0.0
chapman,cpsc,inceptiontime,45,stage1_ts,2057,0.970065820288323,,,,0.0,0.12024483990394227,0.020258395397693724,0.2491633085171778,0.3481811645001784,0.318026373511904,0.3216623231788791,0.004197890791563547
chapman,cpsc,inceptiontime,45,stage2_ts_binned,2057,0.970065820288323,0.9844028965720456,0.9087955825196948,1.0832569468033197,0.0,0.12071227316900576,0.02072734091861128,0.2491633085171778,0.3487352115455976,0.32161439025057165,0.32567706338280755,0.004665324056627035
chapman,cpsc,inceptiontime,45,stage3_ts_binned_threshold,2057,0.970065820288323,0.9844028965720456,0.9087955825196948,1.0832569468033197,0.0,0.12071227316900576,0.02072734091861128,0.2491633085171778,0.3487352115455976,0.32161439025057165,0.32567706338280755,0.004665324056627035
chapman,cpsc,inceptiontime,46,raw,2057,,,,,0.0,0.1376462401238095,0.02023351428833067,0.24996874445346987,0.36515264297702527,0.3533973542880131,0.35659208527036507,0.0
chapman,cpsc,inceptiontime,46,stage1_ts,2057,1.0844558788170335,,,,0.0,0.12908068309436824,0.022388473852183545,0.24996874445346987,0.35432159786626455,0.33989788270714977,0.3436261365753518,-0.008565557029441256
chapman,cpsc,inceptiontime,46,stage2_ts_binned,2057,1.0844558788170335,0.8944465141924376,0.373846529107346,1.1560343109788087,0.0,0.12600358195549846,0.020838815942444647,0.24996874445346987,0.3525675421939901,0.3350732043437479,0.3375043318453683,-0.011642658168311032
chapman,cpsc,inceptiontime,46,stage3_ts_binned_threshold,2057,1.0844558788170335,0.8944465141924376,0.373846529107346,1.1560343109788087,0.0,0.12600358195549846,0.020838815942444647,0.24996874445346987,0.3525675421939901,0.3350732043437479,0.3375043318453683,-0.011642658168311032
chapman,cpsc,resnet1d,42,raw,2057,,,,,0.0,0.08681537003131679,0.016376271272707934,0.24668129906795844,0.3147115910719609,0.282798209944337,0.28423773745770925,0.0
chapman,cpsc,resnet1d,42,stage1_ts,2057,1.1233728516707946,,,,0.0,0.07504280780518108,0.01672671544425366,0.24668129906795844,0.30149780946134225,0.26170222730571485,0.26370132924789624,-0.011772562226135708
chapman,cpsc,resnet1d,42,stage2_ts_binned,2057,1.1233728516707946,0.9907121458314784,0.8876098930289718,1.1313722101477797,0.0,0.07030463692719681,0.017278590071791285,0.24668129906795844,0.2973202338933938,0.2532802060044068,0.2532661836446145,-0.016510733104119976
chapman,cpsc,resnet1d,42,stage3_ts_binned_threshold,2057,1.1233728516707946,0.9907121458314784,0.8876098930289718,1.1313722101477797,0.0,0.07030463692719681,0.017278590071791285,0.24668129906795844,0.2973202338933938,0.2532802060044068,0.2532661836446145,-0.016510733104119976
chapman,cpsc,resnet1d,43,raw,2057,,,,,0.0,0.10596024271328643,0.02312776618817551,0.2495107236657545,0.33025116147898875,0.31123643077631047,0.31440849788123104,0.0
chapman,cpsc,resnet1d,43,stage1_ts,2057,0.9970917447844431,,,,0.0,0.106383775641544,0.023211129217007607,0.2495107236657545,0.33067028497198503,0.3118475117370529,0.3150083954648877,0.00042353292825757227
chapman,cpsc,resnet1d,43,stage2_ts_binned,2057,0.9970917447844431,1.0173208746663642,0.8478812344697636,1.113200980590538,0.0,0.11056455968488463,0.020563148079729393,0.2495107236657545,0.33695478273172125,0.3163283664680534,0.31739101127426195,0.004604316971598202
chapman,cpsc,resnet1d,43,stage3_ts_binned_threshold,2057,0.9970917447844431,1.0173208746663642,0.8478812344697636,1.113200980590538,0.0,0.11056455968488463,0.020563148079729393,0.2495107236657545,0.33695478273172125,0.3163283664680534,0.31739101127426195,0.004604316971598202
chapman,cpsc,resnet1d,44,raw,2057,,,,,0.0,0.08472853315815287,0.014714654769707021,0.24736951193371035,0.3154931916470428,0.2796985054398603,0.28199951145384644,0.0
chapman,cpsc,resnet1d,44,stage1_ts,2057,1.0416441216464871,,,,0.0,0.08084477624635661,0.015135059169235354,0.24736951193371035,0.3108178119003606,0.2717285049925902,0.27422045388331856,-0.0038837569117962656
chapman,cpsc,resnet1d,44,stage2_ts_binned,2057,1.0416441216464871,1.023030719857601,0.8166204932328834,1.2046886279404847,0.0,0.08817750333971383,0.015266884070492232,0.24736951193371035,0.3193109417531121,0.289326106846964,0.29129184663176605,0.0034489701815609564
chapman,cpsc,resnet1d,44,stage3_ts_binned_threshold,2057,1.0416441216464871,1.023030719857601,0.8166204932328834,1.2046886279404847,0.0,0.08817750333971383,0.015266884070492232,0.24736951193371035,0.3193109417531121,0.289326106846964,0.29129184663176605,0.0034489701815609564
chapman,cpsc,resnet1d,45,raw,2057,,,,,0.0,0.08091935658184143,0.018302536803852642,0.24478824101346908,0.30415744052922933,0.28205507486609505,0.28277188473948733,0.0
chapman,cpsc,resnet1d,45,stage1_ts,2057,1.180834306341129,,,,0.0,0.06773441327331976,0.023526671635750222,0.24478824101346908,0.2876725551528287,0.25477334705115945,0.25564082970444346,-0.013184943308521671
chapman,cpsc,resnet1d,45,stage2_ts_binned,2057,1.180834306341129,0.8941034949952182,0.3761835120895065,1.066535704246047,0.0,0.06672725165909926,0.021408370059282193,0.24478824101346908,0.28839617193025824,0.25462849952403827,0.2561330254386693,-0.014192104922742171
chapman,cpsc,resnet1d,45,stage3_ts_binned_threshold,2057,1.180834306341129,0.8941034949952182,0.3761835120895065,1.066535704246047,0.0,0.06672725165909926,0.021408370059282193,0.24478824101346908,0.28839617193025824,0.25462849952403827,0.2561330254386693,-0.014192104922742171
chapman,cpsc,resnet1d,46,raw,2057,,,,,0.0,0.11689072052422778,0.021983139646425974,0.24999852289477642,0.34407204463462726,0.3242329248219482,0.3291059655999499,0.0
chapman,cpsc,resnet1d,46,stage1_ts,2057,1.1017203056832634,,,,0.0,0.10631963166156029,0.02343214491144788,0.24999852289477642,0.33207089331412815,0.3096412580903003,0.312240555653173,-0.010571088862667485
