pair,arch,seed,method,ood_deltaECE,ood_ci_lo,ood_ci_hi,ood_ci_width,is_narrow,narrow_threshold,n_cal_est,n_test_est,n_patients_cal_est,n_patients_test_est,bootstrap_converged,cluster_sufficient,decay,diagnosis_reasons
chapman_cpsc,inceptiontime,43,em_prior,-0.024610633333801313,-0.03412236273062805,-0.016491658180972025,0.017630704549656023,0,0.005,1120,2177,200,411,1,1,-0.0038989929275435875,
chapman_cpsc,inceptiontime,43,bbse_prior,0.057341841808237315,0.04863072106305522,0.06675939121299466,0.018128670149939442,0,0.005,1140,2197,200,411,1,1,-0.0027850637788240096,
chapman_cpsc,inceptiontime,44,ts,0.018616387609701857,0.01811185750797351,0.019126106778188205,0.0010142492702146962,1,0.005,1000,2057,200,411,1,1,0.00820724917277601,extremely_narrow_ci
chapman_cpsc,inceptiontime,44,platt,0.01723819968041984,0.012099743112195421,0.023491664487985914,0.011391921375790494,0,0.005,1020,2077,200,411,1,1,0.020408745288135213,
chapman_cpsc,inceptiontime,44,isotonic,0.00035631845090711156,-0.004956194720813787,0.007526913085891177,0.012483107806704963,0,0.005,1040,2097,200,411,1,1,-0.014851588093557872,delta_ece_near_zero
chapman_cpsc,inceptiontime,44,vector,0.008536799104724824,0.002958730739845385,0.014416669941425141,0.011457939201579757,0,0.005,1060,2117,200,411,1,1,0.007839788886596574,
chapman_cpsc,inceptiontime,44,matrix,0.00493956424674058,-0.0018964950981486231,0.013421215970754562,0.015317711068903185,0,0.005,1080,2137,200,411,1,1,-0.005593347927400169,
chapman_cpsc,inceptiontime,44,dirichlet,0.004907305099388026,-0.0018506886109078532,0.013472922077106887,0.01532361068801474,0,0.005,1100,2157,200,411,1,1,-0.005629828587073777,
chapman_cpsc,inceptiontime,44,em_prior,0.04666267016964337,0.03832538132383574,0.05526419651578001,0.01693881519194427,0,0.005,1120,2177,200,411,1,1,-0.022587731841870587,
chapman_cpsc,inceptiontime,44,bbse_prior,0.04361138045005947,0.03642763519046244,0.05073927890139521,0.01431164371093277,0,0.005,1140,2197,200,411,1,1,-0.007976238144001363,
chapman_cpsc,inceptiontime,45,ts,-0.005650213260863901,-0.005818864089738007,-0.005468417696949601,0.0003504463927884059,1,0.005,1000,2057,200,411,1,1,-0.007533898559768366,extremely_narrow_ci
chapman_cpsc,inceptiontime,45,platt,-0.009821063697487142,-0.012454773805832153,-0.007781822172893276,0.004672951632938877,1,0.005,1020,2077,200,411,1,1,-0.014292538300286825,extremely_narrow_ci
chapman_cpsc,inceptiontime,45,isotonic,-0.018014936898250955,-0.02163158462123364,-0.015030089864722485,0.006601494756511155,0,0.005,1040,2097,200,411,1,1,-0.017785799619855137,
chapman_cpsc,inceptiontime,45,vector,-0.010955648977670429,-0.01342891546407269,-0.008939701233641779,0.0044892142304309105,1,0.005,1060,2117,200,411,1,1,-0.014874631854730997,extremely_narrow_ci
chapman_cpsc,inceptiontime,45,matrix,-0.02904843741020019,-0.034527777996334434,-0.022086627281629224,0.01244115071470521,0,0.005,1080,2137,200,411,1,1,-0.03913845255406307,
chapman_cpsc,inceptiontime,45,dirichlet,-0.029393460951458505,-0.03500737779509633,-0.022438262782823095,0.012569115012273233,0,0.005,1100,2157,200,411,1,1,-0.039730670696709484,
chapman_cpsc,inceptiontime,45,em_prior,0.059822172086148984,0.04811436182444461,0.07214468204741106,0.02403032022296645,0,0.005,1120,2177,200,411,1,1,-0.02775440005734181,
chapman_cpsc,inceptiontime,45,bbse_prior,0.11551073200296932,0.1028718319103809,0.126746072568999,0.023874240658618096,0,0.005,1140,2197,200,411,1,1,0.034392049949897155,
chapman_cpsc,inceptiontime,46,ts,0.012965948695013219,0.012596737732669179,0.013327427326122654,0.0007306895934534752,1,0.005,1000,2057,200,411,1,1,0.008558438928755114,extremely_narrow_ci
chapman_cpsc,inceptiontime,46,platt,0.013839401069015933,0.012149253889286464,0.016943914798644273,0.004794660909357809,1,0.005,1020,2077,200,411,1,1,0.008134108020384534,extremely_narrow_ci
chapman_cpsc,inceptiontime,46,isotonic,0.014316913789641672,0.01053713269337484,0.01938336532066405,0.008846232627289211,0,0.005,1040,2097,200,411,1,1,0.016175612677910216,
chapman_cpsc,inceptiontime,46,vector,0.012055504633485925,0.008297535278469713,0.017413511017862017,0.009115975739392304,0,0.005,1060,2117,200,411,1,1,0.008867416954435374,
chapman_cpsc,inceptiontime,46,matrix,0.009621054230000925,0.006457776053577741,0.014407481567381922,0.007949705513804181,0,0.005,1080,2137,200,411,1,1,0.007799266398949758,
chapman_cpsc,inceptiontime,46,dirichlet,0.009749789138737308,0.0065322007152439346,0.014389851068263872,0.007857650353019937,0,0.005,1100,2157,200,411,1,1,0.007951158140371943,
chapman_cpsc,inceptiontime,46,em_prior,0.0038811255855829008,-0.000663027594152473,0.008678471802923993,0.009341499397076467,0,0.005,1120,2177,200,411,1,1,0.006551635004374851,
chapman_cpsc,inceptiontime,46,bbse_prior,0.05951664840047605,0.05224190955959454,0.066884539896039,0.01464263033644446,0,0.005,1140,2197,200,411,1,1,0.05661693058517252,
chapman_cpsc,resnet1d,42,ts,0.02053640820981295,0.019987466160863332,0.02106460760614798,0.0010771414452846496,1,0.005,1000,2057,200,411,1,1,0.02033973882444809,extremely_narrow_ci
chapman_cpsc,resnet1d,42,platt,0.018624673541250747,0.01712634297649304,0.021970964131158604,0.004844621154665565,1,0.005,1020,2077,200,411,1,1,0.018555101769494455,extremely_narrow_ci
chapman_cpsc,resnet1d,42,isotonic,0.02487760065271294,0.022862099388080287,0.0284292941840059,0.005567194795925615,0,0.005,1040,2097,200,411,1,1,0.031537885698798514,
chapman_cpsc,resnet1d,42,vector,0.019045099461456272,0.014448934512117683,0.025399673546132262,0.010950739034014579,0,0.005,1060,2117,200,411,1,1,0.0182607225077365,
chapman_cpsc,resnet1d,42,matrix,0.01435278803551987,0.010916269247616359,0.018904438282864443,0.007988169035248084,0,0.005,1080,2137,200,411,1,1,0.010221606573191192,
chapman_cpsc,resnet1d,42,dirichlet,0.01431433676060484,0.011222637117432429,0.018462556185482315,0.007239919068049886,0,0.005,1100,2157,200,411,1,1,0.010117213624273027,
chapman_cpsc,resnet1d,42,em_prior,0.007307099127933481,0.002579754503656702,0.01188064511713028,0.009300890613473578,0,0.005,1120,2177,200,411,1,1,0.009246592522458246,
chapman_cpsc,resnet1d,42,bbse_prior,0.030892370980432904,0.026213197389031117,0.03719596570221621,0.010982768313185096,0,0.005,1140,2197,200,411,1,1,0.042332399064127,
chapman_cpsc,resnet1d,43,ts,-0.0005998975836566944,-0.0006137571893797822,-0.0005856921373880164,2.8065051991765788e-05,1,0.005,1000,2057,200,411,1,1,-0.000856407400801347,delta_ece_near_zero;extremely_narrow_ci;low_decay_variance
chapman_cpsc,resnet1d,43,platt,0.00851288519861021,0.0046457267435155184,0.013618003901348805,0.008972277157833285,0,0.005,1020,2077,200,411,1,1,0.01069066489858404,
chapman_cpsc,resnet1d,43,isotonic,0.01006411436101462,0.0034634987047610566,0.01799862813897644,0.014535129434215383,0,0.005,1040,2097,200,411,1,1,0.008141377222240165,
chapman_cpsc,resnet1d,43,vector,0.0064988671693761435,0.002088965937416079,0.01152373730469034,0.009434771367274261,0,0.005,1060,2117,200,411,1,1,0.00812812714004088,
chapman_cpsc,resnet1d,43,matrix,-0.0015204303063484637,-0.008724368823075094,0.005231283300314125,0.013955652123389218,0,0.005,1080,2137,200,411,1,1,-0.00308035683977252,
chapman_cpsc,resnet1d,43,dirichlet,-0.0009955640446152048,-0.006959037130429904,0.006132653369447773,0.013091690499877677,0,0.005,1100,2157,200,411,1,1,-0.0023224766196913056,delta_ece_near_zero
chapman_cpsc,resnet1d,43,em_prior,-0.047543421303588795,-0.05111751115251836,-0.044261578788406315,0.006855932364112048,0,0.005,1120,2177,200,411,1,1,-0.006108378634735012,
chapman_cpsc,resnet1d,43,bbse_prior,-0.0019310422802417682,-0.0058230417499400685,0.0019547525714873476,0.007777794321427416,0,0.005,1140,2197,200,411,1,1,0.00338425213883764,
chapman_cpsc,resnet1d,44,ts,0.007779057570527825,0.007525345124130086,0.008006187167092704,0.00048084204296261826,1,0.005,1000,2057,200,411,1,1,0.008468950932644098,extremely_narrow_ci
chapman_cpsc,resnet1d,44,platt,0.006010828661807799,0.003373363743631694,0.00785085378018679,0.004477490036555096,1,0.005,1020,2077,200,411,1,1,0.0012092282203071455,extremely_narrow_ci
chapman_cpsc,resnet1d,44,isotonic,-0.0038952164338508233,-0.006458703523864636,-0.0014878879652234737,0.004970815558641163,1,0.005,1040,2097,200,411,1,1,-0.0067312668965217246,extremely_narrow_ci
chapman_cpsc,resnet1d,44,vector,0.00704711933160429,0.004285760174073488,0.009093657223980032,0.004807897049906544,1,0.005,1060,2117,200,411,1,1,0.0006296924009153073,extremely_narrow_ci
chapman_cpsc,resnet1d,44,matrix,-0.007745690678351791,-0.010433685423647143,-0.004877853804488658,0.0055558316191584856,0,0.005,1080,2137,200,411,1,1,-0.018131313085292478,
chapman_cpsc,resnet1d,44,dirichlet,-0.007933640590053748,-0.010630451013161341,-0.005061700793724134,0.005568750219437207,0,0.005,1100,2157,200,411,1,1,-0.018055441999323577,
chapman_cpsc,resnet1d,44,em_prior,0.04295727785838588,0.03574438261866904,0.05075330311303458,0.015008920494365544,0,0.005,1120,2177,200,411,1,1,0.01610412343557912,
chapman_cpsc,resnet1d,44,bbse_prior,0.027508027692304565,0.021681874801409887,0.03371403501230039,0.012032160210890507,0,0.005,1140,2197,200,411,1,1,0.02113157081738135,
chapman_cpsc,resnet1d,45,ts,0.02713105503504387,0.02634834237540046,0.02793722422295097,0.0015888818475505093,1,0.005,1000,2057,200,411,1,1,0.028690602915149382,extremely_narrow_ci
chapman_cpsc,resnet1d,45,platt,0.0074678700151526445,0.004072106785829058,0.010854753920555292,0.006782647134726234,0,0.005,1020,2077,200,411,1,1,0.003560208727750227,
chapman_cpsc,resnet1d,45,isotonic,0.005095554279684222,0.0014340198538477984,0.008779946440489454,0.007345926586641656,0,0.005,1040,2097,200,411,1,1,0.0009331754354541229,
chapman_cpsc,resnet1d,45,vector,0.006933396040571416,0.003780732601559098,0.010114520451455753,0.006333787849896655,0,0.005,1060,2117,200,411,1,1,0.002366605142488548,
chapman_cpsc,resnet1d,45,matrix,0.01014517285954225,0.005674106792107633,0.01437113228350868,0.008697025491401047,0,0.005,1080,2137,200,411,1,1,0.005308181971719542,
chapman_cpsc,resnet1d,45,dirichlet,0.01043711896971522,0.0058873082785049395,0.014772016419575486,0.008884708141070546,0,0.005,1100,2157,200,411,1,1,0.005610574970832364,
chapman_cpsc,resnet1d,45,em_prior,-0.009534013694185661,-0.014123380876572606,-0.005021465437012235,0.009101915439560371,0,0.005,1120,2177,200,411,1,1,-0.01582249208098329,
chapman_cpsc,resnet1d,45,bbse_prior,0.03246707250962527,0.024621047460785597,0.039803098643696494,0.015182051182910897,0,0.005,1140,2197,200,411,1,1,0.04302595737744114,
chapman_cpsc,resnet1d,46,ts,0.016865409946776877,0.016249719321714616,0.017390216261683793,0.0011404969399691767,1,0.005,1000,2057,200,411,1,1,0.01927461009559354,extremely_narrow_ci
chapman_cpsc,resnet1d,46,platt,0.013624763487485814,0.009030677899822802,0.01911595526176866,0.010085277361945857,0,0.005,1020,2077,200,411,1,1,0.011982496076577188,
chapman_cpsc,resnet1d,46,isotonic,0.015033707333565682,0.009887886317923675,0.021017105655958438,0.011129219338034763,0,0.005,1040,2097,200,411,1,1,0.014966278721548843,
chapman_cpsc,resnet1d,46,vector,0.004812372550143995,-0.0014051743338301746,0.012008057028961638,0.013413231362791812,0,0.005,1060,2117,200,411,1,1,0.0029749928365154898,
chapman_cpsc,resnet1d,46,matrix,0.016633024657215223,0.010206441120533167,0.023297499146297737,0.01309105802576457,0,0.005,1080,2137,200,411,1,1,0.01375203338956324,
chapman_cpsc,resnet1d,46,dirichlet,0.015562430083222611,0.0092501673914224,0.022862227726610774,0.013612060335188374,0,0.005,1100,2157,200,411,1,1,0.012642199608898803,
chapman_cpsc,resnet1d,46,em_prior,-0.026137471207943352,-0.03186821748779812,-0.020097692176196107,0.011770525311602012,0,0.005,1120,2177,200,411,1,1,-0.010434689993930317,
chapman_cpsc,resnet1d,46,bbse_prior,0.05364777066940296,0.045222424344882,0.062053866058279304,0.016831441713397302,0,0.005,1140,2197,200,411,1,1,0.10427400444506374,
chapman_ptbxl,inceptiontime,42,ts,-0.0024785800180826545,-0.0034660615225613725,-0.0016095938282181558,0.0018564676943432167,1,0.005,1012,2172,202,434,1,1,-0.0028420137825345103,extremely_narrow_ci;low_decay_variance
chapman_ptbxl,inceptiontime,42,platt,0.016407825941647802,0.007703501468193423,0.023087991810645213,0.01538449034245179,0,0.005,1032,2192,202,434,1,1,0.010500143662176508,
chapman_ptbxl,inceptiontime,42,isotonic,-0.007975598490457314,-0.010552114831773133,0.003991094583848134,0.014543209415621266,0,0.005,1052,2212,202,434,1,1,-0.014926392792487508,
chapman_ptbxl,inceptiontime,42,vector,0.030621585208637225,0.020950854895582603,0.0384434828230952,0.017492627927512595,0,0.005,1072,2232,202,434,1,1,0.02369245627477849,
chapman_ptbxl,inceptiontime,42,matrix,0.0,0.0,0.0,0.0,1,0.005,1092,2252,202,434,1,1,0.0,delta_ece_near_zero;extremely_narrow_ci
chapman_ptbxl,inceptiontime,42,dirichlet,0.020440848344569995,0.009758868541309643,0.02904870334475613,0.019289834803446485,0,0.005,1112,2272,202,434,1,1,0.013492466910869666,
chapman_ptbxl,inceptiontime,42,em_prior,-0.1451088552558394,-0.15424866757711553,-0.136185817956193,0.018062849620922528,0,0.005,1132,2292,202,434,1,1,-0.04574173944271798,
chapman_ptbxl,inceptiontime,42,bbse_prior,0.06688180458465193,0.056870200135847364,0.0756460306891398,0.01877583055329244,0,0.005,1152,2312,202,434,1,1,0.009245613054695623,
chapman_ptbxl,inceptiontime,43,ts,0.00952913458002616,0.006648447047837491,0.010756423151752766,0.004107976103915275,1,0.005,1012,2172,202,434,1,1,0.008983874662318383,extremely_narrow_ci
chapman_ptbxl,inceptiontime,43,platt,0.01690086720446954,0.012838952706995069,0.021284303644210807,0.008445350937215738,0,0.005,1032,2192,202,434,1,1,0.013669073381699062,
chapman_ptbxl,inceptiontime,43,isotonic,0.020803659626597887,0.014851702377061562,0.029002672442065836,0.014150970065004273,0,0.005,1052,2212,202,434,1,1,0.01703336689347422,
chapman_ptbxl,inceptiontime,43,vector,0.031192351278176683,0.024173489998657937,0.03737050630487982,0.013197016306221884,0,0.005,1072,2232,202,434,1,1,0.028266551958923577,
chapman_ptbxl,inceptiontime,43,matrix,0.0,0.0,0.0,0.0,1,0.005,1092,2252,202,434,1,1,0.0,delta_ece_near_zero;extremely_narrow_ci
chapman_ptbxl,inceptiontime,43,dirichlet,0.017913899641885667,0.009970195423371398,0.029683935571276927,0.01971374014790553,0,0.005,1112,2272,202,434,1,1,0.01545127518701837,
chapman_ptbxl,inceptiontime,43,em_prior,-0.13402474175305779,-0.14308573793306945,-0.12352433920826983,0.019561398724799617,0,0.005,1132,2292,202,434,1,1,-0.05738322783188232,
chapman_ptbxl,inceptiontime,43,bbse_prior,0.09955433074768585,0.09328927068468147,0.10452953884328192,0.01124026815860045,0,0.005,1152,2312,202,434,1,1,0.08572952272363679,
chapman_ptbxl,inceptiontime,44,ts,0.013586648261442708,0.01071109233888608,0.015200599365829102,0.004489507026943021,1,0.005,1012,2172,202,434,1,1,0.008120790779120562,extremely_narrow_ci
chapman_ptbxl,inceptiontime,44,platt,0.02247922653232559,0.01512249927950944,0.028818444733122024,0.013695945453612584,0,0.005,1032,2192,202,434,1,1,0.01523033720762927,
chapman_ptbxl,inceptiontime,44,isotonic,0.013463908917129008,0.007041796677439776,0.019869907646105595,0.01282811096866582,0,0.005,1052,2212,202,434,1,1,0.007575168387429571,
chapman_ptbxl,inceptiontime,44,vector,0.02056316630363264,0.013121928152773904,0.027742902264833644,0.01462097411205974,0,0.005,1072,2232,202,434,1,1,0.01350778349120588,
chapman_ptbxl,inceptiontime,44,matrix,0.0,0.0,0.0,0.0,1,0.005,1092,2252,202,434,1,1,0.0,delta_ece_near_zero;extremely_narrow_ci
chapman_ptbxl,inceptiontime,44,dirichlet,0.013661717231402914,0.004750268540409303,0.022157795557212603,0.0174075270168033,0,0.005,1112,2272,202,434,1,1,0.0031317951039914454,
chapman_ptbxl,inceptiontime,44,em_prior,-0.09557128501444201,-0.11116639857618323,-0.07937470678100028,0.031791691795182944,0,0.005,1132,2292,202,434,1,1,-0.15013810866552696,
chapman_ptbxl,inceptiontime,44,bbse_prior,0.18465097311879516,0.15837436301363936,0.208608660281767,0.05023429726812764,0,0.005,1152,2312,202,434,1,1,0.2558342185722954,
chapman_ptbxl,inceptiontime,45,ts,0.02380605634913141,0.020680592231238467,0.024970369410787667,0.0042897771795492,1,0.005,1012,2172,202,434,1,1,0.036600440798357725,extremely_narrow_ci
chapman_ptbxl,inceptiontime,45,platt,0.02408166080779428,0.021296392763424973,0.02799578736532784,0.006699394601902865,0,0.005,1032,2192,202,434,1,1,0.030113662313980334,
chapman_ptbxl,inceptiontime,45,isotonic,0.009210567434267347,0.006432935030249257,0.011866951397053687,0.00543401636680443,0,0.005,1052,2212,202,434,1,1,0.010525813063903731,
chapman_ptbxl,inceptiontime,45,vector,0.00013571052145239237,-0.0029414416607710025,0.0024554945959211543,0.005396936256692157,0,0.005,1072,2232,202,434,1,1,-0.0024797878350875137,delta_ece_near_zero
chapman_ptbxl,inceptiontime,45,matrix,0.0,0.0,0.0,0.0,1,0.005,1092,2252,202,434,1,1,0.0,delta_ece_near_zero;extremely_narrow_ci
