direction,source,target,arch,seed,shift,shift_type,raw_ece,raw_brier_rel,ts_brier_rel,ts_delta_ece,brier_rel_improvement,safety,safety_source
ptbxl->chapman,ptbxl,chapman,resnet1d,43,fs125,downsample,0.34708282377553573,0.1615155743052419,0.13290230946175047,-0.044499171477109245,0.028613264843491443,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,43,leads6,leads,0.16659740725456534,0.0507702405549211,0.045359987700624896,-0.03877612149967494,0.0054102528542962075,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,43,leads3,leads,0.1998029451214395,0.09132262860277188,0.07974622198464093,-0.04276246198635553,0.011576406618130947,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,43,leads2,leads,0.4065801448173327,0.25125206693107327,0.22342052468763798,-0.03679752239675815,0.027831542243435287,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,43,leads1,leads,0.9029945599213934,0.8180445472707996,0.7545453535567845,-0.03665254654898453,0.06349919371401502,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,43,noise24,noise,0.12838094434799427,0.02237088074570539,0.015328750701412869,-0.03924894543258747,0.00704213004429252,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,43,noise12,noise,0.12578031379095114,0.02074301174085355,0.013654562017400246,-0.04308434558582169,0.007088449723453304,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,43,noise6,noise,0.11379732389587961,0.017563159834938946,0.012168038786126892,-0.03666817926253893,0.005395121048812054,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,43,noise0,noise,0.10137468727268792,0.014654577751950882,0.010935444053731742,-0.03892497864742246,0.00371913369821914,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,43,noise-6,noise,0.1304035003368795,0.02204470671722489,0.01058499630015817,-0.04151586545605736,0.011459710417066721,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,43,gain0.5,gain,0.16678535251684884,0.034965593235360096,0.027591473890263583,-0.045589913540496005,0.007374119345096512,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,43,gain2.0,gain,0.17707098140669178,0.03546521455878173,0.021387222677014463,-0.040347684267446476,0.014077991881767268,1,computed
