direction,source,target,arch,seed,shift,shift_type,raw_ece,raw_brier_rel,ts_brier_rel,ts_delta_ece,brier_rel_improvement,safety,safety_source
ptbxl->chapman,ptbxl,chapman,resnet1d,44,fs250,downsample,0.406197880911728,0.22214502235697897,0.20543868208072608,-0.024334401645849213,0.016706340276252896,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,44,fs125,downsample,0.5596131958611645,0.41931504339540177,0.3959015147537739,-0.023693412119365487,0.02341352864162788,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,44,leads6,leads,0.1550106263773333,0.05478118587099973,0.05698765145582059,-0.021395186083372847,-0.002206465584820863,0,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,44,leads3,leads,0.20129500562233663,0.06416982252678564,0.05656570588596726,-0.023110738330190034,0.0076041166408183855,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,44,leads2,leads,0.18477128403076215,0.08229329658678304,0.06969694677755305,-0.020742886294582846,0.012596349809229995,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,44,leads1,leads,0.5132341112298829,0.30799949850276,0.28001075469985726,-0.021500336594367953,0.027988743802902727,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,44,noise24,noise,0.13580781990852797,0.026268945456277667,0.02321517922152661,-0.02529338324058919,0.0030537662347510583,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,44,noise12,noise,0.14133601122338596,0.02818536503767247,0.025962963443297973,-0.026519642623145753,0.0022224015943744964,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,44,noise6,noise,0.1458501277736109,0.03381398390174541,0.03150200567595444,-0.024393709940458974,0.0023119782257909754,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,44,noise0,noise,0.2097770279868702,0.07223258799318283,0.06683878073477563,-0.025377328882060235,0.005393807258407199,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,44,noise-6,noise,0.5212832621362472,0.3227056632255523,0.2998896796763171,-0.020729472631628276,0.022815983549235197,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,44,gain0.5,gain,0.0629426154466343,0.0070274420428051865,0.005779076274383569,-0.024226721126243057,0.0012483657684216175,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,44,gain2.0,gain,0.234236460518501,0.07569541015626889,0.06867693902345001,-0.023506789662522704,0.007018471132818879,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,fs250,downsample,0.2957349994089922,0.10038261673623278,0.08663227162800485,-0.026423213977629922,0.013750345108227924,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,fs125,downsample,0.47146954981500716,0.24102856555176816,0.2228733597409095,-0.022762196300283366,0.018155205810858666,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,leads6,leads,0.15555404210688564,0.043637425708589375,0.041878479575765085,-0.02425913590788939,0.0017589461328242906,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,leads3,leads,0.4394025786910502,0.2542799234307713,0.2323417464071122,-0.02259907372967651,0.021938177023659133,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,leads2,leads,0.8010004892795897,0.644864259885634,0.6020560410735482,-0.027231552451611796,0.04280821881208585,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,leads1,leads,0.8027090142416101,0.6456331821599852,0.5945034239760867,-0.03273970415944083,0.05112975818389853,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,noise24,noise,0.14500824396635312,0.031510844850508354,0.02810189748145873,-0.026538246596813794,0.003408947369049623,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,noise12,noise,0.14495985189990662,0.03199310220485181,0.02828211230749519,-0.026908083884682646,0.003710989897356621,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,noise6,noise,0.14960162401520433,0.032374949285750174,0.028442966156069296,-0.027081444749366107,0.003931983129680877,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,noise0,noise,0.14645193176034557,0.04104521100534431,0.03748036847608686,-0.025136787847700667,0.003564842529257456,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,noise-6,noise,0.4856077331412822,0.27395537906434325,0.2485842500603283,-0.022371611986119144,0.025371129004014947,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,gain0.5,gain,0.264105940173332,0.09771366569564932,0.08850449191501038,-0.027755453361037546,0.009209173780638943,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,45,gain2.0,gain,0.21584684732498108,0.07052200198040508,0.06387853287814467,-0.027387773632064544,0.0066434691022604075,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,fs250,downsample,0.27027990228119186,0.0885226480181186,0.07269568617097759,-0.03932475233141114,0.01582696184714101,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,fs125,downsample,0.4810798759270086,0.3050941880564327,0.2678269776946737,-0.03843154098914042,0.03726721036175901,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,leads6,leads,0.10169626938933649,0.027677987930560442,0.024480029956018223,-0.009683998447370154,0.003197957974542219,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,leads3,leads,0.29124263964811165,0.164236703365856,0.15042420944425716,-0.042329769108692766,0.013812493921598834,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,leads2,leads,0.6428532146614124,0.4936194084478824,0.4604076858794935,-0.02803899983874758,0.03321172256838889,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,leads1,leads,0.986831700058911,0.9742359418156195,0.9561242414139746,-0.009174168117180304,0.018111700401644892,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,noise24,noise,0.12988411570555516,0.024758027123179954,0.019001833857333634,-0.02785617506764436,0.00575619326584632,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,noise12,noise,0.133206088769714,0.027246316886228625,0.021027602507347982,-0.026464767949225962,0.006218714378880642,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,noise6,noise,0.13329400267405558,0.02539468765954602,0.0204190348348036,-0.03266875142829197,0.004975652824742421,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,noise0,noise,0.12418845420410264,0.023896693257919068,0.020068606733455403,-0.03423680163857233,0.003828086524463665,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,noise-6,noise,0.4203666290450135,0.21406595406918044,0.18952717115885667,-0.029586859525596032,0.02453878291032377,1,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,gain0.5,gain,0.11580002815587127,0.040450981934153446,0.043619144181822854,0.0017921833105300766,-0.003168162247669408,0,computed
ptbxl->chapman,ptbxl,chapman,resnet1d,46,gain2.0,gain,0.15108955003101465,0.02533611525857672,0.015176629297064434,-0.0346534735324603,0.010159485961512284,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,fs250,downsample,0.13969263121057734,0.024889172850392778,0.020085935952943654,-0.0341809003321286,0.004803236897449124,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,fs125,downsample,0.332219374879607,0.1374917067546937,0.1222788791157203,-0.025574296827048204,0.015212827638973386,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,leads6,leads,0.11872326248792185,0.023405855278310482,0.02413999181020251,-0.0319059724581363,-0.0007341365318920268,0,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,leads3,leads,0.5191700898963129,0.3252098704207449,0.2999490876310198,-0.023091661570823485,0.0252607827897251,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,leads2,leads,0.8789268345487379,0.798802119775515,0.7568112550535406,-0.02319850749319441,0.04199086472197433,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,leads1,leads,0.9077893354857757,0.8300102667212315,0.7807951131422203,-0.027177130479221323,0.049215153579011184,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,noise24,noise,0.12242808999967865,0.019741015041577277,0.015868622663625015,-0.03082542662496769,0.003872392377952262,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,noise12,noise,0.11584664198209987,0.018592890993603988,0.016157442110174544,-0.03125630427124676,0.002435448883429444,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,noise6,noise,0.09670399627906986,0.016504353035453778,0.01675916393430149,-0.026886245044107637,-0.0002548108988477127,0,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,noise0,noise,0.08305669276456734,0.019456546791694826,0.01540174088294842,-0.011135203066607327,0.004054805908746406,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,noise-6,noise,0.22835821724926736,0.072312850409438,0.06044289022147878,-0.022327658950218515,0.011869960187959216,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,gain0.5,gain,0.22097755531629149,0.05487007452248718,0.04115872297949624,-0.031165171033683714,0.01371135154299094,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,42,gain2.0,gain,0.18702657248189294,0.04845639762950574,0.03644044536155769,-0.03160117016868108,0.012015952267948049,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,fs250,downsample,0.2149971757240657,0.08979984708707787,0.08704238868138936,-0.025297882145084688,0.002757458405688515,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,fs125,downsample,0.45561627734659493,0.2707732478380249,0.25577963260234093,-0.019734175825399713,0.014993615235683988,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,leads6,leads,0.16364487306693276,0.07303158467260565,0.06560132188962133,-0.02098384709203177,0.007430262782984323,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,leads3,leads,0.391231158025565,0.227314128749809,0.2083351569243055,-0.02223827850040655,0.01897897182550351,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,leads2,leads,0.6493557277860705,0.4549496688010533,0.4277462057655803,-0.018828943777266405,0.027203463035472997,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,leads1,leads,0.8986894225734302,0.808341096326731,0.7669931365023944,-0.0233011078630736,0.04134795982433659,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,noise24,noise,0.15422490639867983,0.04110911283979758,0.047075463024724984,-0.025311003380885433,-0.005966350184927402,0,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,noise12,noise,0.14791894311068904,0.04229963437057042,0.05231467832447541,-0.025840494676788756,-0.010015043953904991,0,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,noise6,noise,0.13279341154082902,0.04823785548061938,0.05254317793396595,-0.022508410288296768,-0.004305322453346569,0,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,noise0,noise,0.08650038057934763,0.02677572139874344,0.021011939257988024,-0.014732565367033726,0.005763782140755416,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,noise-6,noise,0.10804971838464958,0.011213607847794127,0.006638743159238746,-0.02291373262767686,0.004574864688555381,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,gain0.5,gain,0.2512357555994528,0.09503501958811407,0.08398401332752042,-0.025186396540230055,0.011051006260593646,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,43,gain2.0,gain,0.212441316656095,0.07520206539515281,0.0661166860677994,-0.028438936212861587,0.009085379327353413,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,fs250,downsample,0.23861872626754196,0.09843469456510423,0.09110175936898321,-0.018432457751646286,0.007332935196121021,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,fs125,downsample,0.4936783413483883,0.31722787985411705,0.3016688766585724,-0.014601700680827556,0.015559003195544652,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,leads6,leads,0.1227137626020169,0.02988740884375544,0.026788454356665117,-0.018282740561062646,0.003098954487090324,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,leads3,leads,0.14652664959025868,0.039901239343978746,0.035261274089761,-0.015185817155895148,0.004639965254217747,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,leads2,leads,0.04260419498538691,0.0039428329436823045,0.002928872430036341,-0.0169332413915116,0.0010139605136459634,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,leads1,leads,0.03157206385718625,0.0062276782175284305,0.005021652615080841,-0.01672615940013618,0.0012060256024475895,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,noise24,noise,0.17435003710232028,0.039260527226523595,0.03413338382831182,-0.020164939484443895,0.005127143398211777,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,noise12,noise,0.16076622829749862,0.034618342291743216,0.03026889854023919,-0.020189499910851783,0.004349443751504027,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,noise6,noise,0.13190268046291978,0.02508586455254977,0.02317355996101096,-0.020372374248043196,0.0019123045915388076,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,noise0,noise,0.09572076603275162,0.01623166626181339,0.011979937989557734,-0.016762678102690415,0.004251728272255655,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,noise-6,noise,0.39328650893557465,0.1639408068719028,0.15396936148317647,-0.01131833035458768,0.009971445388726324,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,gain0.5,gain,0.10191667916947968,0.01602293794327484,0.012624519072422222,-0.016707467993546665,0.0033984188708526195,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,44,gain2.0,gain,0.33594505850179385,0.13543324849114974,0.12381747078515679,-0.018480249032924,0.011615777705992952,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,fs250,downsample,0.16418007796933945,0.05168079178999821,0.04549483678053605,-0.0189435277011121,0.00618595500946216,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,fs125,downsample,0.4635429331562024,0.27974563267350094,0.26134240240393464,-0.02022683603418668,0.018403230269566306,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,leads6,leads,0.08937386998466604,0.019417312960845767,0.01775153396623292,-0.018817708646848688,0.0016657789946128466,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,leads3,leads,0.1685150570816624,0.03206449694929549,0.02389907200596688,-0.023629872254857687,0.008165424943328607,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,leads2,leads,0.23886797719321323,0.06818517017409764,0.05707531980231246,-0.02432191713177484,0.011109850371785183,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,leads1,leads,0.48191805642184143,0.24647939346923609,0.2304381188939642,-0.015345397998214716,0.01604127457527188,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,noise24,noise,0.1248692788567689,0.02421269992882364,0.020482744790497245,-0.022829726513839174,0.0037299551383263956,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,noise12,noise,0.1083587680319346,0.01860580888842004,0.015245169826745543,-0.022681811899089868,0.0033606390616744974,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,noise6,noise,0.07523194483746515,0.00853703321779388,0.008129180418439387,-0.022222580959152534,0.00040785279935449253,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,noise0,noise,0.02619594583927752,0.0013680733355596819,0.0037342659279673736,-0.0033704947009267176,-0.002366192592407692,0,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,noise-6,noise,0.5527644216911339,0.32046763274403384,0.29582232617746435,-0.021574435912241063,0.02464530656656949,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,gain0.5,gain,0.17578079735718702,0.037873979351960234,0.03083371759159122,-0.022786143089221528,0.007040261760369013,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,45,gain2.0,gain,0.15784671972814454,0.02922470599558393,0.0216235627555418,-0.02220695292621286,0.00760114324004213,1,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,46,fs250,downsample,0.2222245352649444,0.14002272266924215,0.14149056287320105,0.0023226738520461254,-0.0014678402039589034,0,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,46,fs125,downsample,0.6002154402436173,0.4498381329503365,0.45304528657502374,0.0021256858928905276,-0.0032071536246872645,0,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,46,leads6,leads,0.1720790726032645,0.08614743870378186,0.08701819936273722,0.002078526302903949,-0.0008707606589553607,0,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,46,leads3,leads,0.5553957102028763,0.35454022668454405,0.3574545753913552,0.0021350135291950956,-0.002914348706811176,0,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,46,leads2,leads,0.7157219986107203,0.5166902915654427,0.5204269756461494,0.002560230583717682,-0.003736684080706709,0,computed
ptbxl->chapman,ptbxl,chapman,inceptiontime,46,leads1,leads,0.827164934725341,0.6841291062639127,0.6888107032841265,0.002826360310061893,-0.004681597020213868,0,computed
