src,tgt,arch,seed,K,e_raw,e_ts,d_obs_true,d_obs_json,d_pred_json,d_pred_enum,ece_sub_raw,ece_sub_sbpi,sh_s,sh_b,sh_pi,prev_l1,T,ood_acc
ptbxl,cpsc,inceptiontime,42,4,0.3991465923794277,0.19072277075350721,0.20842382162592046,0.3150123582727276,0.24088641541703198,-0.3879328588450356,0.4953428408041357,0.10740998195910012,-0.320850386835829,0.0,-0.06708247200920661,0.8633162418249696,3.6532550928813423,0.3621779290228488
ptbxl,cpsc,inceptiontime,43,4,0.38490559294725657,0.23257814465823193,0.15232744828902464,0.2721557951225187,0.24999758490123536,-0.3772230523190597,0.484872268888634,0.10764921656957423,-0.28097548553070306,0.0,-0.09624756678835669,0.8633162418249696,2.8846798668035714,0.3864851725814293
ptbxl,cpsc,inceptiontime,44,4,0.37858644297358246,0.17462682061886173,0.20395962235472073,0.30268477637678404,0.26639799219065285,-0.39270366214588937,0.4773705963608589,0.08466693421496956,-0.3176379334212214,0.0,-0.07506572872466796,0.8633162418249696,3.526470098559992,0.39231891103548855
ptbxl,cpsc,inceptiontime,45,4,0.3075282487060239,0.1327112283472535,0.17481702035877042,0.2036292524677354,0.2575552867810457,-0.2734482207383015,0.41469970138315215,0.14125148064485066,-0.2450262936050999,0.0,-0.028421927133201616,0.8633162418249696,3.409270199987507,0.43412736995624696
ptbxl,cpsc,inceptiontime,46,4,0.35871202454847445,0.2834865880000922,0.07522543654838226,0.2034191224129627,0.2301633952386431,-0.34735557410162715,0.47124273247028015,0.123887158368653,-0.22637651566646297,0.0,-0.12097905843516418,0.8633162418249696,2.1212845806536547,0.3578026251823043
ptbxl,cpsc,resnet1d,42,4,0.37340564933806064,0.2612105328797947,0.11219511645826596,0.23629048052177465,0.21359057283795357,-0.30376899030886445,0.47832899862664036,0.17456000831777593,-0.2314317084335904,0.0,-0.07233728187527404,0.8633162418249696,2.5291222453830655,0.351968886728245
ptbxl,cpsc,resnet1d,43,4,0.3546513300470548,0.2224293063581714,0.1322220236888834,0.23588929575962264,0.2563221453494291,-0.3589181470602206,0.47190767200641043,0.11298952494618972,-0.267980747968386,0.0,-0.09093739909183463,0.8633162418249696,2.5150607489279846,0.383082158483228
ptbxl,cpsc,resnet1d,44,4,0.44775625389643414,0.20180044009897624,0.2459558137974579,0.3643593463518973,0.2544595959084755,-0.3740156199546384,0.5197924320478722,0.14577681209323373,-0.3298674371947323,0.0,-0.04414818275990609,0.8633162418249696,4.439638313607378,0.39961108410306273
ptbxl,cpsc,resnet1d,45,4,0.33308224415512533,0.10238849664696456,0.23069374750816077,0.25540027500567986,0.27091172686530046,-0.3376602963110073,0.4340939880518527,0.09643369174084535,-0.31352853152393495,0.0,-0.02413176478707235,0.8633162418249696,3.9746045511771806,0.4312105007292173
ptbxl,cpsc,resnet1d,46,4,0.3606411448716538,0.28492156446240857,0.0757195804092452,0.2126714573414362,0.26414459089233183,-0.2998869923594122,0.4620241273880933,0.1621371350286811,-0.21221496531462147,0.0,-0.08767202704479071,0.8633162418249696,2.1718877127471963,0.3889158969372873
